Scientific_Name,Duration,Active_Growth_Period,Foliage_Color,pH_Min,pH_Max,Precip_Min,Precip_Max,Shade_Tolerance,Temp_Min_F
Bidens connata,Annual,"Spring, Summer, Fall",Green,5.2,7.1,32,55,Intermediate,47
Bidens coronata,Annual,"Spring, Summer, Fall",Green,5.2,7.1,32,55,Intermediate,52
Bidens discoidea,Annual,"Spring, Summer, Fall",Green,5.1,7.1,32,55,Intermediate,52
Bidens frondosa,Annual,"Spring, Summer, Fall",Green,5.2,7.2,24,60,Intermediate,47
Bidens laevis,"Annual, Perennial","Spring, Summer, Fall",Green,5,7,24,55,Intermediate,52
Bidens mitis,Annual,"Spring, Summer, Fall",Green,5,8.6,32,55,Intermediate,52
Bidens pilosa,Annual,,,,,,,,
Bidens tenuisecta,Annual,,,,,,,,
Bidens tripartita,Annual,"Spring, Summer, Fall",Green,5,7.2,32,55,Intermediate,47
Bidens vulgata,Annual,,,,,,,,
Bifora,,,,,,,,,
Bifora testiculata,Annual,,,,,,,,
Bignonia,,,,,,,,,
Bignonia capreolata,Perennial,,,,,,,,
Blephilia,,,,,,,,,
Blephilia ciliata,Perennial,,,,,,,,
Blephilia hirsuta,Perennial,,,,,,,,
Blephilia hirsuta var. hirsuta,Perennial,,,,,,,,
Boehmeria,,,,,,,,,
Boehmeria cylindrica,Perennial,Spring,Green,5.1,7,35,50,Tolerant,-33
Boehmeria nivea,Perennial,,,,,,,,
Boerhavia,,,,,,,,,
Boerhavia coccinea,Perennial,,,,,,,,
Boerhavia erecta,"Annual, Perennial",,,,,,,,
Boltonia,,,,,,,,,
Boltonia asteroides,Perennial,Summer,Green,5.3,7,22,55,Intermediate,-38
Boltonia asteroides var. asteroides,Perennial,,,,,,,,
Borago,,,,,,,,,
Borago officinalis,Annual,,,,,,,,
Borrichia,,,,,,,,,
Borrichia frutescens,Perennial,Spring,Green,6.1,7.5,28,60,Intolerant,17
Bothriochloa,,,,,,,,,
Bothriochloa pertusa,Perennial,Spring and Summer,Green,5,7.5,20,80,Intolerant,17
Botrychium,,,,,,,,,
Botrychium biternatum,Perennial,,,,,,,,
Botrychium dissectum,Perennial,,,,,,,,
Botrychium jenmanii,Perennial,,,,,,,,
Botrychium lanceolatum,Perennial,Spring,Green,4.4,6,32,60,Tolerant,-33
Botrychium lanceolatum var. angustisegmentum,Perennial,,,,,,,,
Botrychium matricariifolium,Perennial,,,,,,,,
Botrychium multifidum,Perennial,,,,,,,,
Botrychium oneidense,Perennial,,,,,,,,
Botrychium simplex,Perennial,,,,,,,,
Botrychium virginianum,Perennial,Spring and Summer,Green,5.6,6.9,14,55,Tolerant,-38
Bouteloua,,,,,,,,,
Bouteloua aristidoides,Annual,,,,,,,,
Bouteloua aristidoides var. aristidoides,Annual,,,,,,,,
Bouteloua barbata,Annual,,,,,,,,
Bouteloua curtipendula,Perennial,Summer,Green,5.5,8.5,6,25,Intolerant,-43
Bouteloua curtipendula var. curtipendula,Perennial,,,,,,,,
Bouteloua hirsuta,Perennial,Summer,Green,6,7.2,7,30,Intolerant,-38
Bouteloua hirsuta var. hirsuta,Perennial,,,,,,,,
Brachiaria,,,,,,,,,
Brachiaria eruciformis,Annual,,,,,,,,
Brachyelytrum,,,,,,,,,
Brachyelytrum erectum,Perennial,,,,,,,,
Brasenia,,,,,,,,,
Brasenia schreberi,Perennial,,,,,,,,
Brassica,,,,,,,,,
Brassica juncea,"Annual, Perennial","Fall, Winter and Spring",Dark Green,6,7.2,30,80,Intolerant,17
Brassica napus,"Annual, Biennial","Fall, Winter and Spring",Dark Green,6,7.2,40,80,Intolerant,17
Brassica nigra,Annual,,,,,,,,
Brassica oleracea,Perennial,,,,,,,,
Brassica rapa,"Annual, Biennial","Spring, Summer, Fall",Green,5,8,35,55,Intermediate,-13
Brassica rapa var. rapa,"Annual, Biennial",,,,,,,,
Brickellia,,,,,,,,,
Brickellia eupatorioides,Perennial,,,,,,,,
Brickellia eupatorioides var. eupatorioides,Perennial,,,,,,,,
Briza,,,,,,,,,
Briza media,Perennial,,,,,,,,
Briza minor,Annual,,,,,,,,
Bromus,,,,,,,,,
Bromus arvensis,Annual,"Fall, Winter and Spring",Green,5.2,7.5,26,55,Intolerant,-23
Bromus briziformis,Annual,Spring and Summer,Green,5.3,7.2,12,45,Intolerant,47
Bromus catharticus,"Annual, Perennial","Fall, Winter and Spring",Green,5.5,8,18,28,Intolerant,7
Bromus ciliatus,Perennial,Spring and Summer,Green,5.5,7.5,12,40,Tolerant,-3
Bromus ciliatus var. ciliatus,Perennial,,,,,,,,
Bromus diandrus,"Annual, Perennial",,,,,,,,
Bromus diandrus ssp. rigidus,"Annual, Perennial",,,,,,,,
Bromus hordeaceus,Annual,,,,,,,,
Bromus hordeaceus ssp. hordeaceus,Annual,"Fall, Winter and Spring",Green,5.5,8,12,20,Intermediate,17
Bromus inermis,Perennial,"Spring, Summer, Fall",Green,5.5,8,18,60,Intolerant,-43
Bromus inermis ssp. inermis,Perennial,,,,,,,,
Bromus inermis ssp. inermis var. inermis,Perennial,,,,,,,,
Bromus kalmii,Perennial,Spring and Summer,Green,5.7,7,32,55,Tolerant,-33
Bromus latiglumis,Perennial,,,,,,,,
Bromus madritensis,Annual,,,,,,,,
Bromus nottowayanus,Perennial,,,,,,,,
Bromus pubescens,Perennial,,,,,,,,
Bromus racemosus,Annual,,,,,,,,
Bromus rubens,Annual,"Fall, Winter and Spring",Green,6,8.2,5,16,Intolerant,22
Bromus secalinus,Annual,,,,,,,,
Bromus secalinus var. secalinus,Annual,,,,,,,,
Bromus sterilis,Annual,,,,,,,,
Bromus tectorum,Annual,,,,,,,,
Broussonetia,,,,,,,,,
Broussonetia papyrifera,Perennial,,,,,,,,
Buchnera,,,,,,,,,
Buchnera americana,"Annual, Biennial, Perennial",,,,,,,,
Buddleja,,,,,,,,,
Buddleja davidii,Perennial,,,,,,,,
Buglossoides,,,,,,,,,
Buglossoides arvensis,Annual,,,,,,,,
Bulbostylis,,,,,,,,,
Bulbostylis capillaris,"Annual, Perennial",,,,,,,,
Bulbostylis capillaris ssp. capillaris,"Annual, Perennial",,,,,,,,
Bulbostylis hirta,Perennial,,,,,,,,
Bupleurum,,,,,,,,,
Bupleurum lancifolium,Annual,,,,,,,,
Bupleurum odontites,Annual,,,,,,,,
Bupleurum rotundifolium,Annual,,,,,,,,
Cabomba,,,,,,,,,
Cabomba caroliniana,Perennial,Summer,Gray-Green,5.7,9.2,40,60,Intermediate,-23
Cabomba caroliniana var. caroliniana,Perennial,,,,,,,,
Cajanus,,,,,,,,,
Cajanus cajan,Perennial,Year Round,Green,5,8.3,25,150,Intermediate,31
Cajanus scarabaeoides,Perennial,,,,,,,,
Cakile,,,,,,,,,
Cakile edentula,"Annual, Biennial, Perennial",,,,,,,,
Cakile edentula ssp. edentula,"Annual, Biennial, Perennial",,,,,,,,
Cakile edentula ssp. edentula var. edentula,"Annual, Biennial, Perennial",,,,,,,,
Cakile maritima,"Annual, Perennial",,,,,,,,
Calamagrostis,,,,,,,,,
Calamagrostis canadensis,Perennial,Spring,Green,4.5,8,14,65,Intolerant,-33
Calamagrostis canadensis var. canadensis,Perennial,,,,,,,,
Calamagrostis coarctata,Perennial,Spring,Green,4,7,35,65,Intolerant,-28
Calamagrostis porteri,Perennial,,,,,,,,
Calamagrostis porteri ssp. porteri,Perennial,,,,,,,,
Calamintha,,,,,,,,,
Calamintha nepeta,Perennial,,,,,,,,
Calamintha nepeta ssp. glandulosa,Perennial,,,,,,,,
Calamintha nepeta ssp. nepeta,Perennial,,,,,,,,
Calepina,,,,,,,,,
Calepina irregularis,"Annual, Biennial",,,,,,,,
Calla,,,,,,,,,
Calla palustris,Perennial,,,,,,,,
Callicarpa,,,,,,,,,
Callicarpa americana,Perennial,Spring and Summer,Green,4.8,7,35,60,Intermediate,-8
Callisia,,,,,,,,,
Callisia graminea,Annual,,,,,,,,
Callisia rosea,Perennial,,,,,,,,
Callitriche,,,,,,,,,
Callitriche heterophylla,"Annual, Perennial","Spring, Summer, Fall",Green,5.2,6.8,,,Intolerant,-33
Callitriche heterophylla ssp. heterophylla,"Annual, Perennial",,,,,,,,
Callitriche palustris,Perennial,"Spring, Summer, Fall",Green,5.2,6.8,32,55,Intolerant,-33
Callitriche stagnalis,Perennial,,,,,,,,
Callitriche terrestris,Annual,,,,,,,,
Calopogon,,,,,,,,,
Calopogon tuberosus,Perennial,,,,,,,,
Calopogon tuberosus var. tuberosus,Perennial,,,,,,,,
Caltha,,,,,,,,,
Caltha palustris,Perennial,Spring,Green,4.9,6.8,30,60,Intolerant,-38
Caltha palustris var. palustris,Perennial,,,,,,,,
Calycanthus,,,,,,,,,
Calycanthus floridus,Perennial,,,,,,,,
Calycanthus floridus var. floridus,Perennial,,,,,,,,
Calycanthus floridus var. glaucus,Perennial,,,,,,,,
Calystegia,,,,,,,,,
Calystegia sepium,Perennial,,,,,,,,
Calystegia sepium ssp. americana,Perennial,,,,,,,,
Calystegia sepium ssp. sepium,Perennial,,,,,,,,
Calystegia silvatica,Perennial,,,,,,,,
Calystegia silvatica ssp. fraterniflora,Perennial,,,,,,,,
Calystegia spithamaea,Perennial,,,,,,,,
Calystegia spithamaea ssp. purshiana,Perennial,,,,,,,,
Calystegia spithamaea ssp. spithamaea,Perennial,,,,,,,,
Camassia,,,,,,,,,
Camassia scilloides,Perennial,Spring and Summer,Green,4.2,6.5,30,55,Tolerant,-28
Camelina,,,,,,,,,
Camelina microcarpa,"Annual, Biennial",,,,,,,,
Camelina sativa,"Annual, Biennial",,,,,,,,
Camelina sativa ssp. sativa,"Annual, Biennial",,,,,,,,
Campanula,,,,,,,,,
Campanula aparinoides,Perennial,Spring and Summer,Green,6,7.5,20,60,Intolerant,-38
Campanula divaricata,Perennial,,,,,,,,
Campanula rapunculoides,Perennial,,,,,,,,
Campanula rotundifolia,Perennial,,,,,,,,
Campanulastrum,,,,,,,,,
Campanulastrum americanum,Annual,"Spring, Summer, Fall",Green,5.5,7.5,30,60,Tolerant,52
Campsis,,,,,,,,,
Campsis radicans,Perennial,Spring and Summer,Green,4.9,6.8,32,60,Intolerant,-13
Cannabis,,,,,,,,,
Cannabis sativa,Annual,,,,,,,,
Cannabis sativa ssp. sativa,Annual,,,,,,,,
Cannabis sativa ssp. sativa var. sativa,Annual,,,,,,,,
Capsella,,,,,,,,,
Capsella bursa-pastoris,Annual,,,,,,,,
Capsicum,,,,,,,,,
Capsicum annuum,"Annual, Perennial",,,,,,,,
Capsicum annuum var. annuum,"Annual, Perennial",,,,,,,,
Caragana,,,,,,,,,
Caragana arborescens,Perennial,"Spring, Summer, Fall",Green,5,8.5,12,55,Intermediate,-38
Cardamine,,,,,,,,,
Cardamine angustata,Perennial,,,,,,,,
Cardamine bulbosa,Perennial,Spring,Green,5,6.8,30,55,Tolerant,-33
Cardamine concatenata,Perennial,,,,,,,,
Cardamine diphylla,Perennial,,,,,,,,
Cardamine douglassii,Perennial,Spring and Summer,Green,6,7.7,24,55,Tolerant,-33
Cardamine hirsuta,Annual,,,,,,,,
Cardamine impatiens,"Annual, Biennial",,,,,,,,
Cardamine longii,Perennial,,,,,,,,
Cardamine parviflora,Annual,,,,,,,,
Cardamine parviflora var. arenicola,Annual,,,,,,,,
Cardamine pensylvanica,"Annual, Biennial, Perennial",Spring,Green,4.8,6.8,32,55,Tolerant,-33
Cardamine pratensis,Perennial,,,,,,,,
Cardamine pratensis var. pratensis,Perennial,,,,,,,,
Cardamine rotundifolia,Perennial,,,,,,,,
Cardaria,,,,,,,,,
Cardaria draba,Perennial,,,,,,,,
Carduus,,,,,,,,,
Carduus acanthoides,Biennial,,,,,,,,
Carduus crispus,Biennial,,,,,,,,
Carduus nutans,"Biennial, Perennial",,,,,,,,
Carex,,,,,,,,,
Carex abscondita,Perennial,Spring and Summer,Green,4.8,6.8,36,55,Tolerant,-3
Carex acutiformis,Perennial,,,,,,,,
Carex ?aestivaliformis,Perennial,,,,,,,,
Carex aestivalis,Perennial,,,,,,,,
Carex aggregata,Perennial,,,,,,,,
Carex alata,Perennial,,,,,,,,
Carex albicans,Perennial,,,,,,,,
Carex albicans var. albicans,Perennial,,,,,,,,
Carex albicans var. emmonsii,Perennial,,,,,,,,
Carex albolutescens,Perennial,Spring,Green,4.3,7.8,16,65,Intermediate,-38
Carex albursina,Perennial,,,,,,,,
Carex amphibola,Perennial,Spring and Summer,Green,5.9,7,28,55,Tolerant,-3
Carex annectens,Perennial,,,,,,,,
Carex appalachica,Perennial,,,,,,,,
Carex aquatilis,Perennial,Summer,Green,4,7.5,15,65,Intolerant,-38
Carex aquatilis var. aquatilis,Perennial,,,,,,,,
Carex arctata,Perennial,,,,,,,,
Carex arenaria,Perennial,,,,,,,,
Carex argyrantha,Perennial,,,,,,,,
Carex atlantica,Perennial,Spring and Summer,Green,4.5,6,40,55,Intermediate,-18
Carex atlantica ssp. atlantica,Perennial,,,,,,,,
Carex atlantica ssp. capillacea,Perennial,,,,,,,,
Carex austrina,Perennial,,,,,,,,
Carex baileyi,Perennial,Spring and Summer,Green,4.8,7,13,55,Tolerant,-33
Carex barrattii,Perennial,,,,,,,,
Carex blanda,Perennial,Spring and Summer,Green,4.4,7,36,60,Tolerant,-28
Carex brevior,Perennial,,,,,,,,
Carex bromoides,Perennial,,,,,,,,
Carex bromoides ssp. bromoides,Perennial,,,,,,,,
Carex brunnescens,Perennial,,,,,,,,
Carex brunnescens ssp. sphaerostachya,Perennial,,,,,,,,
Carex bullata,Perennial,,,,,,,,
Carex bushii,Perennial,Spring and Summer,Green,5.8,7.5,36,60,Intermediate,-23
Carex buxbaumii,Perennial,,,,,,,,
Carex canescens,Perennial,Spring and Summer,Gray-Green,5.1,7.2,14,40,Intermediate,-33
Carex canescens ssp. canescens,Perennial,,,,,,,,
Carex canescens ssp. disjuncta,Perennial,,,,,,,,
Carex careyana,Perennial,,,,,,,,
Carex caroliniana,Perennial,,,,,,,,
Carex caryophyllea,Perennial,,,,,,,,
Carex cephaloidea,Perennial,,,,,,,,
Carex cephalophora,Perennial,Spring and Summer,Green,4.8,7,36,55,Intermediate,-33
Carex collinsii,Perennial,,,,,,,,
Carex communis,Perennial,,,,,,,,
Carex communis var. communis,Perennial,,,,,,,,
Carex comosa,Perennial,"Spring, Summer, Fall",Green,4.6,7.5,14,55,Intermediate,-28
Carex complanata,Perennial,,,,,,,,
Carex conjuncta,Perennial,,,,,,,,
Carex conoidea,Perennial,,,,,,,,
Carex corrugata,Perennial,,,,,,,,
Carex crinita,Perennial,Spring,Green,4,7.5,36,65,Intermediate,-33
Carex crinita var. brevicrinis,Perennial,,,,,,,,
Carex crinita var. crinita,Perennial,,,,,,,,
Carex cristatella,Perennial,Spring and Summer,Green,4.9,6.8,32,55,Tolerant,-33
Carex davisii,Perennial,,,,,,,,
Carex debilis,Perennial,Spring and Summer,Green,4.6,6.6,36,55,Tolerant,-13
Carex debilis var. debilis,Perennial,,,,,,,,
Carex debilis var. intercursa,Perennial,,,,,,,,
Carex debilis var. pubera,Perennial,,,,,,,,
Carex debilis var. rudgei,Perennial,,,,,,,,
Carex decomposita,Perennial,Spring and Summer,Green,4.5,6.6,36,55,Tolerant,-13
Carex diandra,Perennial,Spring and Summer,Green,5,7.2,14,40,Intermediate,-33
Carex digitalis,Perennial,,,,,,,,
Carex digitalis var. digitalis,Perennial,,,,,,,,
Carex digitalis var. floridana,Perennial,,,,,,,,
Carex digitalis var. macropoda,Perennial,,,,,,,,
Carex distans,Perennial,,,,,,,,
Carex divisa,Perennial,,,,,,,,
Carex divulsa,Perennial,,,,,,,,
Carex divulsa ssp. divulsa,Perennial,,,,,,,,
Carex eburnea,Perennial,,,,,,,,
Carex echinata,Perennial,Spring and Summer,Green,5.6,7.2,36,55,Intermediate,-38
Carex echinata ssp. echinata,Perennial,,,,,,,,
Carex emoryi,Perennial,,,,,,,,
Carex exilis,Perennial,,,,,,,,
Carex extensa,Perennial,,,,,,,,
Carex festucacea,Perennial,,,,,,,,
Carex fissa,Perennial,,,,,,,,
Carex fissa var. fissa,Perennial,,,,,,,,
Carex flaccosperma,Perennial,Spring and Summer,Gray-Green,4.6,7.1,36,55,Tolerant,-8
Carex folliculata,Perennial,,,,,,,,
Carex frankii,Perennial,"Spring, Summer, Fall",Green,5.9,7.2,18,55,Tolerant,-23
Carex gigantea,Perennial,,,,,,,,
Carex glaucescens,Perennial,Spring,Green,4,8,40,65,Intermediate,-13
Carex glaucodea,Perennial,,,,,,,,
Carex gracilescens,Perennial,,,,,,,,
Carex gracillima,Perennial,Spring and Summer,Dark Green,4.7,6.9,36,55,Tolerant,-33
Carex granularis,Perennial,Spring and Summer,Green,6,7.2,14,55,Tolerant,-33
Carex gravida,Perennial,,,,,,,,
Carex gravida var. gravida,Perennial,,,,,,,,
Carex gravida var. lunelliana,Perennial,,,,,,,,
Carex grayi,Perennial,Spring and Summer,Green,5.7,7.2,36,55,Tolerant,-33
Carex grisea,Perennial,,,,,,,,
Carex gynandra,Perennial,,,,,,,,
Carex haydenii,Perennial,,,,,,,,
Carex hirsutella,Perennial,,,,,,,,
Carex hirta,Perennial,,,,,,,,
Carex hirtifolia,Perennial,,,,,,,,
Carex hitchcockiana,Perennial,,,,,,,,
Carex hormathodes,Perennial,,,,,,,,
Carex hyalinolepis,Perennial,Spring and Summer,Gray-Green,5.6,7.9,34,55,Intermediate,-28
Carex hystericina,Perennial,,,,,,,,
Carex interior,Perennial,Spring and Summer,Green,5.4,7.2,14,55,Intermediate,-38
Carex intumescens,Perennial,"Spring, Summer, Fall",Dark Green,4.8,6.9,36,55,Tolerant,-33
Carex jamesii,Perennial,,,,,,,,
Carex joorii,Perennial,"Spring, Summer, Fall",Green,4.7,7.3,36,55,Tolerant,-3
Carex kobomugi,Perennial,,,,,,,,
Carex kraliana,Perennial,,,,,,,,
Carex lacustris,Perennial,Spring and Summer,Green,5.6,6.8,32,55,Tolerant,-28
Carex laevivaginata,Perennial,,,,,,,,
Carex lasiocarpa,Perennial,,,,,,,,
Carex lasiocarpa var. americana,Perennial,,,,,,,,
Carex laxiculmis,Perennial,,,,,,,,
Carex laxiculmis var. copulata,Perennial,,,,,,,,
Carex laxiculmis var. laxiculmis,Perennial,,,,,,,,
Carex laxiflora,Perennial,,,,,,,,
Carex laxiflora var. laxiflora,Perennial,,,,,,,,
Carex leavenworthii,Perennial,,,,,,,,
Carex leptalea,Perennial,Spring and Summer,Green,4.8,6.9,24,55,Tolerant,-33
Carex leptalea ssp. harperi,Perennial,,,,,,,,
Carex leptalea ssp. leptalea,Perennial,,,,,,,,
Carex leptonervia,Perennial,Spring and Summer,Green,5,6.8,34,55,Tolerant,-33
Carex lonchocarpa,Perennial,,,,,,,,
Carex longii,Perennial,,,,,,,,
Carex louisianica,Perennial,,,,,,,,
Carex lucorum,Perennial,,,,,,,,
Carex lucorum var. lucorum,Perennial,,,,,,,,
Carex lupuliformis,Perennial,,,,,,,,
Carex lupulina,Perennial,Spring,Green,6.2,7,26,65,Intermediate,-38
Carex lurida,Perennial,Spring,Green,4.9,6.8,20,65,Intermediate,-33
Carex meadii,Perennial,,,,,,,,
Carex mesochorea,Perennial,,,,,,,,
Carex michauxiana,Perennial,,,,,,,,
Carex mitchelliana,Perennial,,,,,,,,
Carex molesta,Perennial,Spring and Summer,Green,4.9,7,24,55,Intolerant,-38
Carex muehlenbergii,Perennial,,,,,,,,
Carex muehlenbergii var. enervis,Perennial,,,,,,,,
Carex muehlenbergii var. muehlenbergii,Perennial,,,,,,,,
Carex muricata,Perennial,,,,,,,,
Carex nigromarginata,Perennial,,,,,,,,
Carex normalis,Perennial,Spring and Summer,Green,4.7,6.7,32,55,Tolerant,-33
Carex oklahomensis,Perennial,,,,,,,,
Carex oligocarpa,Perennial,,,,,,,,
Carex oxylepis,Perennial,,,,,,,,
Carex pallescens,Perennial,,,,,,,,
Carex pedunculata,Perennial,,,,,,,,
Carex pellita,Perennial,,,,,,,,
Carex pensylvanica,Perennial,,,,,,,,
Carex planispicata,Perennial,,,,,,,,
Carex plantaginea,Perennial,,,,,,,,
Carex platyphylla,Perennial,,,,,,,,
Carex polymorpha,Perennial,Spring and Summer,Dark Green,4.8,6.8,36,55,Tolerant,-33
Carex prasina,Perennial,Spring and Summer,Green,4.8,6.8,34,55,Tolerant,-28
Carex projecta,Perennial,"Spring, Summer, Fall",Green,4.8,7,32,55,Tolerant,-33
Carex radiata,Perennial,,,,,,,,
Carex retroflexa,Perennial,,,,,,,,
Carex reznicekii,Perennial,,,,,,,,
Carex richardsonii,Perennial,,,,,,,,
Carex rosea,Perennial,,,,,,,,
Carex sartwellii,Perennial,,,,,,,,
Carex sartwellii var. sartwellii,Perennial,,,,,,,,
Carex scabrata,Perennial,Spring and Summer,Green,4.7,6.8,32,55,Tolerant,-33
Carex scoparia,Perennial,Spring and Summer,Green,4.6,6.9,20,55,Tolerant,-38
Carex scoparia var. scoparia,Perennial,,,,,,,,
Carex seorsa,Perennial,,,,,,,,
Carex shortiana,Perennial,Spring and Summer,Green,4.7,6.9,32,55,Intermediate,-18
Carex siccata,Perennial,,,,,,,,
Carex silicea,Perennial,,,,,,,,
Carex sparganioides,Perennial,Spring and Summer,Dark Green,5,6.8,30,55,Tolerant,-33
Carex spicata,Perennial,,,,,,,,
Carex squarrosa,Perennial,Spring and Summer,Green,5.6,7.3,34,55,Tolerant,-28
Carex stipata,Perennial,Spring and Summer,Green,4.9,7.9,12,50,Tolerant,-38
Carex stipata var. maxima,Perennial,,,,,,,,
Carex stipata var. stipata,Perennial,,,,,,,,
Carex straminea,Perennial,Spring and Summer,Green,4.7,6.9,36,55,Tolerant,-28
Carex striata,Perennial,,,,,,,,
Carex striata var. brevis,Perennial,,,,,,,,
Carex striata var. striata,Perennial,,,,,,,,
Carex striatula,Perennial,,,,,,,,
Carex stricta,Perennial,Spring,Green,3.5,7,32,65,Tolerant,-38
Carex styloflexa,Perennial,,,,,,,,
Carex swanii,Perennial,,,,,,,,
Carex tenera,Perennial,Spring and Summer,Green,4.9,7,30,50,Tolerant,-33
Carex tetanica,Perennial,,,,,,,,
Carex texensis,Perennial,,,,,,,,
Carex tonsa,Perennial,,,,,,,,
Carex tonsa var. rugosperma,Perennial,,,,,,,,
Carex tonsa var. tonsa,Perennial,,,,,,,,
Carex torta,Perennial,Spring and Summer,Green,5,7,32,50,Tolerant,-33
Carex tribuloides,Perennial,Spring and Summer,Green,4.8,7,32,50,Tolerant,-28
Carex tribuloides var. sangamonensis,Perennial,,,,,,,,
Carex tribuloides var. tribuloides,Perennial,,,,,,,,
Carex trichocarpa,Perennial,Spring and Summer,Green,5.7,7,18,55,Intermediate,-33
Carex trisperma,Perennial,Spring and Summer,Green,4.5,6.8,32,55,Tolerant,-33
Carex trisperma var. trisperma,Perennial,,,,,,,,
Carex tuckermanii,Perennial,,,,,,,,
Carex typhina,Perennial,Spring and Summer,Green,5.7,7,32,55,Tolerant,-28
Carex umbellata,Perennial,,,,,,,,
Carex utriculata,Perennial,"Spring, Summer, Fall",Green,5.7,7.7,18,60,Intolerant,-43
Carex venusta,Perennial,,,,,,,,
Carex venusta var. minor,Perennial,,,,,,,,
Carex verrucosa,Perennial,,,,,,,,
Carex vesicaria,Perennial,Spring and Summer,Green,4.5,7.5,8,40,Intermediate,-38
Carex vestita,Perennial,,,,,,,,
Carex virescens,Perennial,,,,,,,,
Carex viridula,Perennial,Spring and Summer,Green,4.5,7.5,8,40,Intolerant,-38
Carex vulpinoidea,Perennial,Spring,Green,6.8,8.9,12,65,Intermediate,-38
Carex vulpinoidea var. vulpinoidea,Perennial,,,,,,,,
Carex willdenowii,Perennial,,,,,,,,
Carex woodii,Perennial,,,,,,,,
Carpinus,,,,,,,,,
Carpinus caroliniana,Perennial,Spring and Summer,Green,4,7.4,23,80,Tolerant,-34
Carpinus caroliniana ssp. caroliniana,Perennial,,,,,,,,
Carpinus caroliniana ssp. virginiana,Perennial,,,,,,,,
Carum,,,,,,,,,
Carum carvi,"Biennial, Perennial",,,,,,,,
Carya,,,,,,,,,
Carya cordiformis,Perennial,Spring and Summer,Green,4.8,7.4,25,70,Intolerant,-47
Carya glabra,Perennial,Spring and Summer,Green,4.8,7.3,30,80,Intermediate,-30
Carya illinoinensis,Perennial,Spring and Summer,Yellow-Green,4.5,7.5,28,79,Intolerant,-21
Carya laciniosa,Perennial,Spring and Summer,Green,5,6.6,30,60,Tolerant,-22
Carya ovalis,Perennial,,,,,,,,
Carya ovata,Perennial,Spring and Summer,Green,4,7.3,29,80,Intermediate,-40
Carya pallida,Perennial,,,,,,,,
Carya tomentosa,Perennial,,,,,,,,
Castanea,,,,,,,,,
Castanea dentata,Perennial,Spring,Yellow-Green,5.5,6.5,35,60,Intolerant,-33
Castanea ?neglecta,Perennial,,,,,,,,
Castanea pumila,Perennial,,,,,,,,
Castanea pumila var. pumila,Perennial,,,,,,,,
Castilleja,,,,,,,,,
Castilleja coccinea,Annual,Spring and Summer,Green,4.9,6.8,25,55,Tolerant,-28
Catalpa,,,,,,,,,
Catalpa bignonioides,Perennial,Spring,Green,5.5,7.5,30,65,Intermediate,-18
Catalpa ovata,Perennial,,,,,,,,
Catalpa speciosa,Perennial,Spring,Dark Green,5.5,7,20,80,Intolerant,-38
Caulophyllum,,,,,,,,,
Caulophyllum thalictroides,Perennial,Spring and Summer,Green,4.5,7,35,60,Tolerant,-33
Ceanothus,,,,,,,,,
Ceanothus americanus,Perennial,Spring and Summer,Green,4.3,6.5,25,60,Tolerant,-28
Celastrus,,,,,,,,,
Celastrus orbiculatus,Perennial,Spring and Summer,Green,5,7.5,30,60,Tolerant,-38
Celastrus scandens,Perennial,Spring and Summer,Green,5,7.5,30,60,Tolerant,-38
Celosia,,,,,,,,,
Celosia argentea,Annual,,,,,,,,
Celtis,,,,,,,,,
Celtis laevigata,Perennial,Spring and Summer,Green,4.4,7.7,20,80,Tolerant,-21
